0,1.2684e+05,63421,0.97171,-147.44
3.1554e-30,1.2684e+05,63421,0.97171,-147.44
2.0867e-06,1.2684e+05,63421,0.97171,-147.26
6.2602e-06,1.2684e+05,63421,0.97171,-146.91
1.0434e-05,1.2684e+05,63422,0.97171,-146.56
1.5668e-05,1.2684e+05,63422,0.97171,-146.11
4.1839e-05,1.2684e+05,63421,0.97171,-143.89
6.8011e-05,1.2684e+05,63421,0.97171,-141.66
0.00010232,1.2684e+05,63421,0.97171,-138.72
0.00013662,1.2684e+05,63421,0.97171,-135.76
0.00017093,1.2684e+05,63421,0.97171,-132.79
0.00020524,1.2684e+05,63421,0.97171,-129.8
0.00023954,1.2684e+05,63421,0.97171,-126.79
0.0002845,1.2684e+05,63421,0.97171,-122.84
0.0003125,1.2684e+05,63421,0.97171,-120.36
0.00036777,1.2684e+05,63421,0.97171,-115.44
0.00042304,1.2684e+05,63421,0.97171,-110.49
0.00047831,1.2684e+05,63421,0.97171,-105.5
0.000546,1.2684e+05,63421,0.97171,-99.351
0.00061368,1.2684e+05,63421,0.97171,-93.156
0.000625,1.2684e+05,63421,0.97171,-92.116
0.00068158,1.2684e+05,63421,0.97171,-86.901
0.00075535,1.2684e+05,63421,0.97171,-80.058
0.00084496,1.2684e+05,63421,0.97171,-71.69
0.0009375,1.2684e+05,63421,0.97171,-62.988
0.00103,1.2684e+05,63421,0.97171,-54.233
0.0011226,1.2684e+05,63421,0.97171,-45.432
0.0012151,1.2684e+05,63421,0.97171,-36.593
0.00125,1.2684e+05,63421,0.97171,-33.253
0.0013646,1.2684e+05,63420,0.97171,-22.255
0.0014792,1.2684e+05,63421,0.97171,-11.228
0.0015625,1.2684e+05,63421,0.97171,-3.1978
0.0016821,1.2684e+05,63420,0.97171,8.3258
0.0018016,1.2684e+05,63421,0.97171,19.838
0.001875,1.2684e+05,63421,0.97171,26.888
0.0020015,1.2684e+05,63419,0.97171,39.011
0.002128,1.2684e+05,63421,0.97171,51.072
0.0021875,1.2684e+05,63421,0.97171,56.715
0.0023253,1.2684e+05,63419,0.97171,69.707
0.002463,1.2684e+05,63421,0.97171,82.568
0.0025,1.2684e+05,63421,0.97171,85.996
